省份,专业代码,专业名称,学校标识码,学校名称,年限,备注,年份
北京市,510202,计算机网络技术,4111012451,北京政法职业学院,3,,2025
北京市,510209,人工智能技术应用,4111012451,北京政法职业学院,3,,2025
北京市,530603,商务管理,4111012451,北京政法职业学院,2,,2025
北京市,530603,商务管理,4111012451,北京政法职业学院,3,,2025
北京市,530701,电子商务,4111012451,北京政法职业学院,3,,2025
北京市,530701,电子商务,4111012451,北京政法职业学院,2,,2025
北京市,550103,数字媒体艺术设计,4111012451,北京政法职业学院,3,,2025
北京市,560208,影视多媒体技术,4111012451,北京政法职业学院,3,,2025
北京市,560215,传播与策划,4111012451,北京政法职业学院,3,,2025
北京市,560215,传播与策划,4111012451,北京政法职业学院,2,,2025
北京市,570201,商务英语,4111012451,北京政法职业学院,2,,2025
北京市,580401,法律事务,4111012451,北京政法职业学院,3,,2025
北京市,580402,法律文秘,4111012451,北京政法职业学院,2,,2025
北京市,580402,法律文秘,4111012451,北京政法职业学院,3,,2025
北京市,580501K,刑事执行,4111012451,北京政法职业学院,3,,2025
北京市,580503K,行政执行,4111012451,北京政法职业学院,3,,2025
北京市,580603,司法鉴定技术,4111012451,北京政法职业学院,3,,2025
北京市,580701,安全防范技术,4111012451,北京政法职业学院,2,,2025
北京市,580702,安全保卫管理,4111012451,北京政法职业学院,2,,2025
北京市,580702,安全保卫管理,4111012451,北京政法职业学院,3,,2025
北京市,580703,智能安防运营管理,4111012451,北京政法职业学院,3,,2025
北京市,590104,社区管理与服务,4111012451,北京政法职业学院,3,,2025
北京市,590104,社区管理与服务,4111012451,北京政法职业学院,2,,2025
北京市,590203,劳动与社会保障,4111012451,北京政法职业学院,2,,2025
北京市,590203,劳动与社会保障,4111012451,北京政法职业学院,3,,2025
北京市,590209,职业指导与服务,4111012451,北京政法职业学院,3,,2025
北京市,590401,现代文秘,4111012451,北京政法职业学院,2,,2025
北京市,440106,建筑室内设计,4111012561,北京财贸职业学院,3,,2025
北京市,440404,建筑智能化工程技术,4111012561,北京财贸职业学院,3,,2025
北京市,440501,工程造价,4111012561,北京财贸职业学院,3,,2025
北京市,440502,建设工程管理,4111012561,北京财贸职业学院,3,,2025
北京市,440502,建设工程管理,4111012561,北京财贸职业学院,2,,2025
北京市,500405,空中乘务,4111012561,北京财贸职业学院,2,,2025
北京市,500405,空中乘务,4111012561,北京财贸职业学院,3,,2025
北京市,510205,大数据技术,4111012561,北京财贸职业学院,3,,2025
北京市,510209,人工智能技术应用,4111012561,北京财贸职业学院,3,,2025
北京市,520802,婴幼儿托育服务与管理,4111012561,北京财贸职业学院,3,,2025
北京市,530102,资产评估与管理,4111012561,北京财贸职业学院,3,,2025
北京市,530201,金融服务与管理,4111012561,北京财贸职业学院,3,,2025
北京市,530201,金融服务与管理,4111012561,北京财贸职业学院,2,,2025
北京市,530202,金融科技应用,4111012561,北京财贸职业学院,3,,2025
北京市,530202,金融科技应用,4111012561,北京财贸职业学院,2,,2025
北京市,530205,财富管理,4111012561,北京财贸职业学院,3,,2025
北京市,530205,财富管理,4111012561,北京财贸职业学院,2,,2025
北京市,530301,大数据与财务管理,4111012561,北京财贸职业学院,2,,2025
北京市,530301,大数据与财务管理,4111012561,北京财贸职业学院,3,,2025
北京市,530302,大数据与会计,4111012561,北京财贸职业学院,2,,2025
北京市,530302,大数据与会计,4111012561,北京财贸职业学院,3,,2025
北京市,530304,会计信息管理,4111012561,北京财贸职业学院,3,,2025
北京市,530601,工商企业管理,4111012561,北京财贸职业学院,3,,2025
北京市,530601,工商企业管理,4111012561,北京财贸职业学院,2,,2025
北京市,530602,连锁经营与管理,4111012561,北京财贸职业学院,3,,2025
北京市,530602,连锁经营与管理,4111012561,北京财贸职业学院,2,,2025
北京市,530605,市场营销,4111012561,北京财贸职业学院,2,,2025
北京市,530701,电子商务,4111012561,北京财贸职业学院,2,,2025
北京市,530701,电子商务,4111012561,北京财贸职业学院,3,,2025
北京市,530810,供应链运营,4111012561,北京财贸职业学院,3,,2025
北京市,540101,旅游管理,4111012561,北京财贸职业学院,3,,2025
北京市,540101,旅游管理,4111012561,北京财贸职业学院,2,,2025
北京市,540102,导游,4111012561,北京财贸职业学院,2,,2025
北京市,540102,导游,4111012561,北京财贸职业学院,3,,2025
北京市,540106,酒店管理与数字化运营,4111012561,北京财贸职业学院,3,,2025
北京市,540106,酒店管理与数字化运营,4111012561,北京财贸职业学院,2,,2025
北京市,540112,会展策划与管理,4111012561,北京财贸职业学院,3,,2025
北京市,550102,视觉传达设计,4111012561,北京财贸职业学院,2,,2025
北京市,550102,视觉传达设计,4111012561,北京财贸职业学院,3,,2025
北京市,550117,人物形象设计,4111012561,北京财贸职业学院,3,,2025
北京市,550117,人物形象设计,4111012561,北京财贸职业学院,2,,2025
北京市,560208,影视多媒体技术,4111012561,北京财贸职业学院,3,,2025
北京市,560208,影视多媒体技术,4111012561,北京财贸职业学院,2,,2025
北京市,570102K,学前教育,4111012561,北京财贸职业学院,3,,2025
北京市,570102K,学前教育,4111012561,北京财贸职业学院,2,,2025
北京市,510202,计算机网络技术,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,510202,计算机网络技术,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,510203,软件技术,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,510205,大数据技术,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,510209,人工智能技术应用,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,520201,护理,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,520201,护理,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,520601,康复治疗技术,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,520601,康复治疗技术,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,540201,餐饮智能管理,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,540201,餐饮智能管理,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,560105,数字出版,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,560105,数字出版,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,560208,影视多媒体技术,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,560215,传播与策划,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,560215,传播与策划,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,570102K,学前教育,4111012564,北京北大方正软件职业技术学院,2,,2025
北京市,570102K,学前教育,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,590302,智慧健康养老服务与管理,4111012564,北京北大方正软件职业技术学院,3,,2025
北京市,440106,建筑室内设计,4111012565,北京经贸职业学院,3,,2025
北京市,460204,新能源装备技术,4111012565,北京经贸职业学院,3,,2025
北京市,500405,空中乘务,4111012565,北京经贸职业学院,3,,2025
北京市,510201,计算机应用技术,4111012565,北京经贸职业学院,3,,2025
北京市,510207,信息安全技术应用,4111012565,北京经贸职业学院,3,,2025
北京市,510209,人工智能技术应用,4111012565,北京经贸职业学院,3,,2025
北京市,520802,婴幼儿托育服务与管理,4111012565,北京经贸职业学院,3,,2025
北京市,530207,国际金融,4111012565,北京经贸职业学院,3,,2025
北京市,530302,大数据与会计,4111012565,北京经贸职业学院,3,,2025
北京市,530701,电子商务,4111012565,北京经贸职业学院,3,,2025
北京市,560206,影视动画,4111012565,北京经贸职业学院,3,,2025
北京市,570102K,学前教育,4111012565,北京经贸职业学院,3,,2025
北京市,590202,人力资源管理,4111012565,北京经贸职业学院,3,,2025
北京市,590302,智慧健康养老服务与管理,4111012565,北京经贸职业学院,3,,2025
北京市,460609,无人机应用技术,4111012566,北京经济技术职业学院,3,,2025
北京市,500405,空中乘务,4111012566,北京经济技术职业学院,3,,2025
北京市,510201,计算机应用技术,4111012566,北京经济技术职业学院,3,,2025
北京市,510203,软件技术,4111012566,北京经济技术职业学院,3,,2025
北京市,520201,护理,4111012566,北京经济技术职业学院,3,,2025
北京市,530301,大数据与财务管理,4111012566,北京经济技术职业学院,3,,2025
北京市,530302,大数据与会计,4111012566,北京经济技术职业学院,3,,2025
北京市,540106,酒店管理与数字化运营,4111012566,北京经济技术职业学院,3,,2025
北京市,550113,广告艺术设计,4111012566,北京经济技术职业学院,3,,2025
北京市,550113,广告艺术设计,4111012566,北京经济技术职业学院,2,,2025
北京市,570102K,学前教育,4111012566,北京经济技术职业学院,3,,2025
北京市,570302,休闲体育,4111012566,北京经济技术职业学院,3,,2025
北京市,590302,智慧健康养老服务与管理,4111012566,北京经济技术职业学院,3,,2025
北京市,550201,音乐表演,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550202,舞蹈表演,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550203,戏曲表演,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550205,戏剧影视表演,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550207,曲艺表演,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550209,国际标准舞,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550211,戏曲音乐,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,550214,钢琴调律,4111012567,北京戏曲艺术职业学院,2,,2025
北京市,550218,舞台艺术设计与制作,4111012567,北京戏曲艺术职业学院,2,,2025
北京市,550218,舞台艺术设计与制作,4111012567,北京戏曲艺术职业学院,3,,2025
北京市,500405,空中乘务,4111012568,北京汇佳职业学院,2,,2025
北京市,500405,空中乘务,4111012568,北京汇佳职业学院,3,,2025
北京市,500408,机场运行服务与管理,4111012568,北京汇佳职业学院,3,,2025
北京市,500604,城市轨道交通通信信号技术,4111012568,北京汇佳职业学院,3,,2025
北京市,510102,物联网应用技术,4111012568,北京汇佳职业学院,3,,2025
北京市,510203,软件技术,4111012568,北京汇佳职业学院,3,,2025
北京市,510204,数字媒体技术,4111012568,北京汇佳职业学院,3,,2025
北京市,510209,人工智能技术应用,4111012568,北京汇佳职业学院,3,,2025
北京市,520201,护理,4111012568,北京汇佳职业学院,3,,2025
北京市,520601,康复治疗技术,4111012568,北京汇佳职业学院,3,,2025
北京市,520702,卫生信息管理,4111012568,北京汇佳职业学院,3,,2025
北京市,520802,婴幼儿托育服务与管理,4111012568,北京汇佳职业学院,3,,2025
北京市,530502,国际商务,4111012568,北京汇佳职业学院,3,,2025
北京市,530701,电子商务,4111012568,北京汇佳职业学院,3,,2025
北京市,530704,网络营销与直播电商,4111012568,北京汇佳职业学院,3,,2025
北京市,550101,艺术设计,4111012568,北京汇佳职业学院,3,,2025
北京市,550107,书画艺术,4111012568,北京汇佳职业学院,3,,2025
北京市,550205,戏剧影视表演,4111012568,北京汇佳职业学院,3,,2025
北京市,550218,舞台艺术设计与制作,4111012568,北京汇佳职业学院,3,,2025
北京市,560207,影视制片管理,4111012568,北京汇佳职业学院,3,,2025
北京市,570102K,学前教育,4111012568,北京汇佳职业学院,2,,2025
北京市,570102K,学前教育,4111012568,北京汇佳职业学院,3,,2025
北京市,570311,体育运营与管理,4111012568,北京汇佳职业学院,3,,2025
北京市,590202,人力资源管理,4111012568,北京汇佳职业学院,3,,2025
北京市,590302,智慧健康养老服务与管理,4111012568,北京汇佳职业学院,3,,2025
北京市,460702,新能源汽车技术,4111012733,北京科技经营管理学院,3,,2025
北京市,500409,飞机机电设备维修,4111012733,北京科技经营管理学院,3,,2025
北京市,510201,计算机应用技术,4111012733,北京科技经营管理学院,3,,2025
北京市,530302,大数据与会计,4111012733,北京科技经营管理学院,3,,2025
北京市,530601,工商企业管理,4111012733,北京科技经营管理学院,3,,2025
北京市,540201,餐饮智能管理,4111012733,北京科技经营管理学院,3,,2025
北京市,550101,艺术设计,4111012733,北京科技经营管理学院,3,,2025
北京市,550201,音乐表演,4111012733,北京科技经营管理学院,3,,2025
北京市,550202,舞蹈表演,4111012733,北京科技经营管理学院,3,,2025
北京市,550205,戏剧影视表演,4111012733,北京科技经营管理学院,3,,2025
北京市,570101K,早期教育,4111012733,北京科技经营管理学院,3,,2025
北京市,590401,现代文秘,4111012733,北京科技经营管理学院,3,,2025
北京市,420805,环境管理与评价,4111013703,北京科技职业学院,3,,2025
北京市,440501,工程造价,4111013703,北京科技职业学院,3,,2025
北京市,460608,航空发动机维修技术,4111013703,北京科技职业学院,3,,2025
北京市,460609,无人机应用技术,4111013703,北京科技职业学院,3,,2025
北京市,470102,药品生物技术,4111013703,北京科技职业学院,3,,2025
北京市,500211,汽车检测与维修技术,4111013703,北京科技职业学院,3,,2025
北京市,500406,民航安全技术管理,4111013703,北京科技职业学院,3,,2025
北京市,510201,计算机应用技术,4111013703,北京科技职业学院,3,,2025
北京市,510202,计算机网络技术,4111013703,北京科技职业学院,3,,2025
北京市,510203,软件技术,4111013703,北京科技职业学院,3,,2025
北京市,510205,大数据技术,4111013703,北京科技职业学院,3,,2025
北京市,510206,云计算技术应用,4111013703,北京科技职业学院,3,,2025
北京市,510209,人工智能技术应用,4111013703,北京科技职业学院,3,,2025
北京市,520201,护理,4111013703,北京科技职业学院,2,,2025
北京市,520201,护理,4111013703,北京科技职业学院,3,,2025
北京市,520601,康复治疗技术,4111013703,北京科技职业学院,3,,2025
北京市,520802,婴幼儿托育服务与管理,4111013703,北京科技职业学院,3,,2025
北京市,530202,金融科技应用,4111013703,北京科技职业学院,3,,2025
北京市,530302,大数据与会计,4111013703,北京科技职业学院,3,,2025
北京市,530602,连锁经营与管理,4111013703,北京科技职业学院,3,,2025
北京市,530605,市场营销,4111013703,北京科技职业学院,3,,2025
北京市,530701,电子商务,4111013703,北京科技职业学院,3,,2025
北京市,540101,旅游管理,4111013703,北京科技职业学院,3,,2025
北京市,540106,酒店管理与数字化运营,4111013703,北京科技职业学院,2,,2025
北京市,550101,艺术设计,4111013703,北京科技职业学院,3,,2025
北京市,550103,数字媒体艺术设计,4111013703,北京科技职业学院,3,,2025
北京市,560208,影视多媒体技术,4111013703,北京科技职业学院,3,,2025
北京市,570102K,学前教育,4111013703,北京科技职业学院,3,,2025
北京市,570201,商务英语,4111013703,北京科技职业学院,3,,2025
北京市,440501,工程造价,4111013728,北京培黎职业学院,3,,2025
北京市,510201,计算机应用技术,4111013728,北京培黎职业学院,3,,2025
北京市,510203,软件技术,4111013728,北京培黎职业学院,3,,2025
北京市,510205,大数据技术,4111013728,北京培黎职业学院,3,,2025
北京市,510207,信息安全技术应用,4111013728,北京培黎职业学院,3,,2025
北京市,510209,人工智能技术应用,4111013728,北京培黎职业学院,3,,2025
北京市,520417,中医养生保健,4111013728,北京培黎职业学院,3,,2025
北京市,530201,金融服务与管理,4111013728,北京培黎职业学院,3,,2025
北京市,530302,大数据与会计,4111013728,北京培黎职业学院,3,,2025
北京市,530501,国际经济与贸易,4111013728,北京培黎职业学院,3,,2025
北京市,530601,工商企业管理,4111013728,北京培黎职业学院,3,,2025
北京市,530605,市场营销,4111013728,北京培黎职业学院,3,,2025
北京市,530701,电子商务,4111013728,北京培黎职业学院,3,,2025
北京市,550103,数字媒体艺术设计,4111013728,北京培黎职业学院,3,,2025
北京市,550106,环境艺术设计,4111013728,北京培黎职业学院,3,,2025
北京市,550113,广告艺术设计,4111013728,北京培黎职业学院,3,,2025
北京市,560205,新闻采编与制作,4111013728,北京培黎职业学院,3,,2025
北京市,570102K,学前教育,4111013728,北京培黎职业学院,3,,2025
北京市,570201,商务英语,4111013728,北京培黎职业学院,3,,2025
北京市,570205,商务日语,4111013728,北京培黎职业学院,3,,2025
北京市,570212,应用西班牙语,4111013728,北京培黎职业学院,3,,2025
北京市,570311,体育运营与管理,4111013728,北京培黎职业学院,3,,2025
北京市,580401,法律事务,4111013728,北京培黎职业学院,3,,2025
北京市,580101K,治安管理,4111014019,北京警察学院,3,,2025
北京市,580203K,警犬技术,4111014019,北京警察学院,3,,2025
北京市,420107,宝玉石鉴定与加工,4111014073,北京经济管理职业学院,3,,2025
北京市,440202,智慧城市管理技术,4111014073,北京经济管理职业学院,3,,2025
北京市,440501,工程造价,4111014073,北京经济管理职业学院,2,,2025
北京市,460302,智能机电技术,4111014073,北京经济管理职业学院,3,,2025
北京市,460306,电气自动化技术,4111014073,北京经济管理职业学院,3,,2025
北京市,460609,无人机应用技术,4111014073,北京经济管理职业学院,3,,2025
北京市,500401,民航运输服务,4111014073,北京经济管理职业学院,2,,2025
北京市,500405,空中乘务,4111014073,北京经济管理职业学院,2,,2025
北京市,500405,空中乘务,4111014073,北京经济管理职业学院,3,,2025
北京市,510101,电子信息工程技术,4111014073,北京经济管理职业学院,2,,2025
北京市,510202,计算机网络技术,4111014073,北京经济管理职业学院,2,,2025
北京市,510204,数字媒体技术,4111014073,北京经济管理职业学院,3,,2025
北京市,510204,数字媒体技术,4111014073,北京经济管理职业学院,2,,2025
北京市,510205,大数据技术,4111014073,北京经济管理职业学院,3,,2025
北京市,510207,信息安全技术应用,4111014073,北京经济管理职业学院,2,,2025
北京市,510207,信息安全技术应用,4111014073,北京经济管理职业学院,3,,2025
北京市,510209,人工智能技术应用,4111014073,北京经济管理职业学院,2,,2025
北京市,510209,人工智能技术应用,4111014073,北京经济管理职业学院,3,,2025
北京市,510401,集成电路技术,4111014073,北京经济管理职业学院,3,,2025
北京市,530101,财税大数据应用,4111014073,北京经济管理职业学院,2,,2025
北京市,530101,财税大数据应用,4111014073,北京经济管理职业学院,3,,2025
北京市,530201,金融服务与管理,4111014073,北京经济管理职业学院,2,,2025
北京市,530201,金融服务与管理,4111014073,北京经济管理职业学院,3,,2025
北京市,530202,金融科技应用,4111014073,北京经济管理职业学院,3,,2025
北京市,530202,金融科技应用,4111014073,北京经济管理职业学院,2,,2025
北京市,530205,财富管理,4111014073,北京经济管理职业学院,3,,2025
北京市,530302,大数据与会计,4111014073,北京经济管理职业学院,3,,2025
北京市,530302,大数据与会计,4111014073,北京经济管理职业学院,2,,2025
北京市,530305,业财数据应用与管理,4111014073,北京经济管理职业学院,3,,2025
北京市,530401,统计与大数据分析,4111014073,北京经济管理职业学院,3,,2025
北京市,530502,国际商务,4111014073,北京经济管理职业学院,3,,2025
北京市,530502,国际商务,4111014073,北京经济管理职业学院,2,,2025
北京市,530601,工商企业管理,4111014073,北京经济管理职业学院,2,,2025
北京市,530601,工商企业管理,4111014073,北京经济管理职业学院,3,,2025
北京市,530701,电子商务,4111014073,北京经济管理职业学院,2,,2025
北京市,530702,跨境电子商务,4111014073,北京经济管理职业学院,3,,2025
北京市,530702,跨境电子商务,4111014073,北京经济管理职业学院,2,,2025
北京市,540101,旅游管理,4111014073,北京经济管理职业学院,2,,2025
北京市,540101,旅游管理,4111014073,北京经济管理职业学院,3,,2025
北京市,540113,休闲服务与管理,4111014073,北京经济管理职业学院,2,,2025
北京市,540113,休闲服务与管理,4111014073,北京经济管理职业学院,3,,2025
北京市,550112,工艺美术品设计,4111014073,北京经济管理职业学院,2,,2025
北京市,550112,工艺美术品设计,4111014073,北京经济管理职业学院,3,,2025
北京市,570102K,学前教育,4111014073,北京经济管理职业学院,3,,2025
北京市,570201,商务英语,4111014073,北京经济管理职业学院,3,,2025
北京市,570201,商务英语,4111014073,北京经济管理职业学院,2,,2025
北京市,570202,应用英语,4111014073,北京经济管理职业学院,3,,2025
北京市,570202,应用英语,4111014073,北京经济管理职业学院,2,,2025
北京市,420901,安全技术与管理,4111014075,北京劳动保障职业学院,3,,2025
北京市,420901,安全技术与管理,4111014075,北京劳动保障职业学院,2,,2025
北京市,460301,机电一体化技术,4111014075,北京劳动保障职业学院,3,,2025
北京市,500603,城市轨道交通机电技术,4111014075,北京劳动保障职业学院,2,,2025
北京市,500603,城市轨道交通机电技术,4111014075,北京劳动保障职业学院,3,,2025
北京市,510202,计算机网络技术,4111014075,北京劳动保障职业学院,3,,2025
北京市,510209,人工智能技术应用,4111014075,北京劳动保障职业学院,3,,2025
北京市,520201,护理,4111014075,北京劳动保障职业学院,3,,2025
北京市,520201,护理,4111014075,北京劳动保障职业学院,2,,2025
北京市,520802,婴幼儿托育服务与管理,4111014075,北京劳动保障职业学院,3,,2025
北京市,570102K,学前教育,4111014075,北京劳动保障职业学院,3,,2025
北京市,590202,人力资源管理,4111014075,北京劳动保障职业学院,3,,2025
北京市,590202,人力资源管理,4111014075,北京劳动保障职业学院,2,,2025
北京市,590203,劳动与社会保障,4111014075,北京劳动保障职业学院,2,,2025
北京市,590203,劳动与社会保障,4111014075,北京劳动保障职业学院,3,,2025
北京市,590205,公共事务管理,4111014075,北京劳动保障职业学院,3,,2025
北京市,590209,职业指导与服务,4111014075,北京劳动保障职业学院,3,,2025
北京市,590301,现代家政服务与管理,4111014075,北京劳动保障职业学院,3,,2025
北京市,590302,智慧健康养老服务与管理,4111014075,北京劳动保障职业学院,2,,2025
北京市,590302,智慧健康养老服务与管理,4111014075,北京劳动保障职业学院,3,,2025
北京市,520201,护理,4111014139,民政职业大学,3,,2025
北京市,520201,护理,4111014139,民政职业大学,2,,2025
北京市,520601,康复治疗技术,4111014139,民政职业大学,2,,2025
北京市,520601,康复治疗技术,4111014139,民政职业大学,3,,2025
北京市,520602,康复辅助器具技术,4111014139,民政职业大学,2,,2025
北京市,520603,言语听觉康复技术,4111014139,民政职业大学,3,,2025
北京市,520801,健康管理,4111014139,民政职业大学,3,,2025
北京市,520802,婴幼儿托育服务与管理,4111014139,民政职业大学,2,,2025
北京市,530302,大数据与会计,4111014139,民政职业大学,3,,2025
北京市,560208,影视多媒体技术,4111014139,民政职业大学,3,,2025
北京市,570101K,早期教育,4111014139,民政职业大学,3,,2025
北京市,570102K,学前教育,4111014139,民政职业大学,3,,2025
北京市,590104,社区管理与服务,4111014139,民政职业大学,3,,2025
北京市,590106,公益慈善事业管理,4111014139,民政职业大学,3,,2025
北京市,590201,民政服务与管理,4111014139,民政职业大学,3,,2025
北京市,590202,人力资源管理,4111014139,民政职业大学,2,,2025
北京市,590202,人力资源管理,4111014139,民政职业大学,3,,2025
北京市,590301,现代家政服务与管理,4111014139,民政职业大学,3,,2025
北京市,590304,婚庆服务与管理,4111014139,民政职业大学,3,,2025
北京市,590305,现代殡葬技术与管理,4111014139,民政职业大学,3,,2025
北京市,590306,殡葬设备维护技术,4111014139,民政职业大学,3,,2025
北京市,590307,陵园服务与管理,4111014139,民政职业大学,3,,2025
北京市,510215,动漫制作技术,4111014140,北京艺术传媒职业学院,3,,2025
北京市,540112,会展策划与管理,4111014140,北京艺术传媒职业学院,3,,2025
北京市,550101,艺术设计,4111014140,北京艺术传媒职业学院,3,,2025
北京市,550103,数字媒体艺术设计,4111014140,北京艺术传媒职业学院,3,,2025
北京市,550105,服装与服饰设计,4111014140,北京艺术传媒职业学院,3,,2025
北京市,550107,书画艺术,4111014140,北京艺术传媒职业学院,3,,2025
北京市,550110,展示艺术设计,4111014140,北京艺术传媒职业学院,3,,2025
北京市,550113,广告艺术设计,4111014140,北京艺术传媒职业学院,3,,2025
北京市,550201,音乐表演,4111014140,北京艺术传媒职业学院,3,,2025
北京市,550202,舞蹈表演,4111014140,北京艺术传媒职业学院,3,,2025
北京市,550205,戏剧影视表演,4111014140,北京艺术传媒职业学院,3,,2025
北京市,550404,文物修复与保护,4111014140,北京艺术传媒职业学院,3,,2025
北京市,560102,网络新闻与传播,4111014140,北京艺术传媒职业学院,3,,2025
北京市,560201,播音与主持,4111014140,北京艺术传媒职业学院,3,,2025
北京市,560204,影视编导,4111014140,北京艺术传媒职业学院,3,,2025
北京市,560205,新闻采编与制作,4111014140,北京艺术传媒职业学院,3,,2025
北京市,560212,摄影摄像技术,4111014140,北京艺术传媒职业学院,3,,2025
北京市,570113K,艺术教育,4111014140,北京艺术传媒职业学院,3,,2025
北京市,570302,休闲体育,4111014215,北京体育职业学院,3,,2025
北京市,570303,运动训练,4111014215,北京体育职业学院,2,,2025
北京市,570303,运动训练,4111014215,北京体育职业学院,3,,2025
北京市,570306,体育保健与康复,4111014215,北京体育职业学院,3,,2025
北京市,570306,体育保健与康复,4111014215,北京体育职业学院,2,,2025
北京市,570311,体育运营与管理,4111014215,北京体育职业学院,3,,2025
北京市,570314,冰雪运动与管理,4111014215,北京体育职业学院,3,,2025
